subject,grade,chapter,chapter_title,section,section_title
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.6.3,Physical Properties of Fats and Oils
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.6.4,Hardening of Oils
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.6.5,Rancidity....
Chemistry,Grade 12,1,Acid-Base Equilibria,1.1.1,Arrhenius Concept of Acids and Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.1.2,Brønsted-Lowry Concept of Acids and Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.1.3,Lewis Concept of Acids and Bases..
Chemistry,Grade 12,1,Acid-Base Equilibria,1.2.1,Ionization of Water
Chemistry,Grade 12,1,Acid-Base Equilibria,1.2.2,Measures of the Strength of acids and Bases in Aqueous Solution
Chemistry,Grade 12,1,Acid-Base Equilibria,1.3.1,The Common Ion Effect
Chemistry,Grade 12,1,Acid-Base Equilibria,1.3.2,Buffer Solutions..
Chemistry,Grade 12,1,Acid-Base Equilibria,1.4.1,Hydrolysis of Salts of Strong Acids and Strong Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.4.2,Hydrolysis of Salts of Weak Acids and Strong Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.4.3,Hydrolysis of Salts of Strong Acids and Weak Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.4.4,Hydrolysis of Salts of Weak Acids and Week Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.5.1,Acid-Base Indicators
Chemistry,Grade 12,1,Acid-Base Equilibria,1.5.2,Equivalents of Acids and Bases.
Chemistry,Grade 12,1,Acid-Base Equilibria,1.5.3,Acid-Base Titrations...
Chemistry,Grade 12,2,Electrochemistry,2.1.1,Oxidation
Chemistry,Grade 12,2,Electrochemistry,2.1.2,Reduction
Chemistry,Grade 12,2,Electrochemistry,2.1.3,Balancing Oxidation-Reduction (Redox) Reactions...
Chemistry,Grade 12,2,Electrochemistry,2.2.1,Electrolytic Cells
Chemistry,Grade 12,2,Electrochemistry,2.2.2,Preferential Discharge
Chemistry,Grade 12,2,Electrochemistry,2.2.3,Electrolysis of Some Selected Aqueous Solutions......
Chemistry,Grade 12,2,Electrochemistry,2.3.1,Faraday's First Law of Electrolysis
Chemistry,Grade 12,2,Electrochemistry,2.3.2,Faraday's Second Law of Electrolysis..
Chemistry,Grade 12,3,Industrial Chemistry,3.2.1,Natural Resources (Raw Materials).
Chemistry,Grade 12,3,Industrial Chemistry,3.2.2,Industry
Chemistry,Grade 12,3,Industrial Chemistry,3.3.1,Ammonia ($NH_3$)
Chemistry,Grade 12,3,Industrial Chemistry,3.3.2,Nitric Acid
Chemistry,Grade 12,3,Industrial Chemistry,3.3.3,Nitrogen-Based Fertilizers
Chemistry,Grade 12,3,Industrial Chemistry,3.3.4,Sulphuric Acid
Chemistry,Grade 12,3,Industrial Chemistry,3.3.5,Some Common Pesticides and Herbicides
Chemistry,Grade 12,3,Industrial Chemistry,3.3.6,Sodium Carbonate
Chemistry,Grade 12,3,Industrial Chemistry,3.3.7,Sodium Hydroxide (NaOH).
Chemistry,Grade 12,3,Industrial Chemistry,3.4,Some Manufacturing Industries in Ethiopia
Chemistry,Grade 12,3,Industrial Chemistry,3.4.1,Glass Manufacturing
Chemistry,Grade 12,3,Industrial Chemistry,3.4.2,Manufacturing of Ceramics
Chemistry,Grade 12,3,Industrial Chemistry,3.4.3,Cement..
Chemistry,Grade 12,3,Industrial Chemistry,3.4.4,Sugar Manufacturing.
Chemistry,Grade 12,3,Industrial Chemistry,3.4.5,Paper and Pulp.
Chemistry,Grade 12,3,Industrial Chemistry,3.4.6,Tannery
Chemistry,Grade 12,3,Industrial Chemistry,3.4.7,Food Processing and Preservation
Chemistry,Grade 12,3,Industrial Chemistry,3.4.8,Manufacturing of Ethanol
Chemistry,Grade 12,3,Industrial Chemistry,3.4.9,Soap and Detergent
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.1.1,Components of the Environment
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.1.2,Natural Cycles in the Environment.
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.1.3,Concepts Related to Environmental Chemistry.........
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.2.1,Air Pollution
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.2.2,Water Pollution
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.2.3,Land Pollution
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.3.1,Global Warming and Climate Change
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.3.2,Chemistry of Greenhouse Gasses and Their Effects on Climate Change
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.4.1,Principle of Green Chemistry..
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.4.2,Cleaner Production in Chemistry
Chemistry,Grade 9 ,1,CHEMISTRY AND ITS IMPORTANCE,Summary,Summary
Chemistry,Grade 9 ,2,MEASUREMENTS AND SCIENTIFIC METHODS,2.2,Chemistry as Experimental Science
Civics/Citizenship,Grade 10 ,6,Human Rights,6.1,The concept of human right
Civics/Citizenship,Grade 10 ,7,Patriotism,7.5,Duties expected of patriots
Civics/Citizenship,Grade 10 ,8,Globalization and Global Issues,8.3,Fighting the negative impact of globalization
Civics/Citizenship,Grade 9 ,1,ETHICAL VALUES,1.1,The meaning of ethics
Civics/Citizenship,Grade 9 ,1,ETHICAL VALUES,1.2,Major ethical values
Civics/Citizenship,Grade 9 ,1,ETHICAL VALUES,1.3,The importance of ethical values of citizens
Civics/Citizenship,Grade 9 ,1,ETHICAL VALUES,1.4,Aspects of applied ethics
Civics/Citizenship,Grade 9 ,2,THE CULTURE OF USING DIGITAL TECHNOLOGY,2.1,The concept of digital technology
Civics/Citizenship,Grade 9 ,2,THE CULTURE OF USING DIGITAL TECHNOLOGY,2.2,Culture and digital technology
Civics/Citizenship,Grade 9 ,2,THE CULTURE OF USING DIGITAL TECHNOLOGY,2.3,The Purpose of digital technology
Civics/Citizenship,Grade 9 ,2,THE CULTURE OF USING DIGITAL TECHNOLOGY,2.4,Codes of conduct for using digital technology
Civics/Citizenship,Grade 9 ,2,THE CULTURE OF USING DIGITAL TECHNOLOGY,2.5,Effective communication through digital media
Civics/Citizenship,Grade 9 ,2,THE CULTURE OF USING DIGITAL TECHNOLOGY,2.6,Challenges of using digital media
Civics/Citizenship,Grade 9 ,3,CONSTITUTION AND CONSTITUTIONALISM,3.1,Understanding constitution
Civics/Citizenship,Grade 9 ,3,CONSTITUTION AND CONSTITUTIONALISM,3.2,Understanding constitutionalism
Civics/Citizenship,Grade 9 ,3,CONSTITUTION AND CONSTITUTIONALISM,3.3,Constitutional experiences of Ethiopia
Civics/Citizenship,Grade 9 ,4,UNDERSTANDING INDIGENOUS KNOWLEDGE,4.1,The concept of indigenous knowledge
Civics/Citizenship,Grade 9 ,4,UNDERSTANDING INDIGENOUS KNOWLEDGE,4.2,The role of indigenous knowledge in producing responsible citizens
Civics/Citizenship,Grade 9 ,4,UNDERSTANDING INDIGENOUS KNOWLEDGE,4.3,The role of indigenous social institutions in solving problems of communities
Civics/Citizenship,Grade 9 ,5,MULTICULTURALISM IN ETHIOPIA,5.1,Understanding culture
Civics/Citizenship,Grade 9 ,5,MULTICULTURALISM IN ETHIOPIA,5.2,The concept of multiculturalism
Civics/Citizenship,Grade 9 ,5,MULTICULTURALISM IN ETHIOPIA,5.3,Pillars of multicultural societies
Civics/Citizenship,Grade 9 ,5,MULTICULTURALISM IN ETHIOPIA,5.4,Major forms of diversity demonstrating multiculturalism
Civics/Citizenship,Grade 9 ,6,NATIONAL UNITY THROUGH DIVERSITY,6.1,Unity in diversity
Civics/Citizenship,Grade 9 ,6,NATIONAL UNITY THROUGH DIVERSITY,6.2,Elements of diversity
Civics/Citizenship,Grade 9 ,6,NATIONAL UNITY THROUGH DIVERSITY,6.3,Accomodation of diversity
Civics/Citizenship,Grade 9 ,6,NATIONAL UNITY THROUGH DIVERSITY,6.4,The importance of diversity management in Ethiopia
Civics/Citizenship,Grade 9 ,7,PROBLEM SOLVING SKILLS,7.1,Meaning of problem- solving skills
Civics/Citizenship,Grade 9 ,7,PROBLEM SOLVING SKILLS,7.2,The importance of problem- solving skills
Civics/Citizenship,Grade 9 ,7,PROBLEM SOLVING SKILLS,7.3,Characteristics of good problem solver
Civics/Citizenship,Grade 9 ,7,PROBLEM SOLVING SKILLS,7.4,Ways to improve one's problem solving skills
Civics/Citizenship,Grade 9 ,8,ETHIOPIA'S FOREIGN RELATIONS IN EAST AFRICA,8.1,The concepts of foreign relations
Civics/Citizenship,Grade 9 ,8,ETHIOPIA'S FOREIGN RELATIONS IN EAST AFRICA,8.2,Instruments of foreign policy
Civics/Citizenship,Grade 9 ,8,ETHIOPIA'S FOREIGN RELATIONS IN EAST AFRICA,8.3,The roles of foreign policy
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.1 ,"Indifference Curve, Set and Map "
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.2 ,Properties of Indifference Curves 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.3 ,The Marginal Rate of Substitution (MRS) 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.4 ,Marginal Utility and MRS 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.5 ,Special Types of Indifference Curves 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.3.1 ,Slope of the Budget Line 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.3.2 ,Factors Affecting the Budget Line 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.3.3 ,Effects of Changes in Income 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.3.4 ,Effects of Changes in Price of the Commodities 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.4.1 ,Effects of Changes in Income and Prices on Consumer's Equilibrium 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.4.2 ,Price Consumption Curve and Deriving the Demand Curve 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1Review Questions ,Review Questions 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1Unit Summary ,Unit Summary 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,Introduction ,Introduction 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,1INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.2.1 ,"Demand, Revenue and Cost Curves "
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.2.2 ,The Short-Run Equilibrium of Firm 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.2.3 ,Short Run Supply Curve of a Firm 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.2.4 ,Long run-equilibrium of Firm 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.3.1 ,"Demand, Revenue and Cost under Monopoly "
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.3.2 ,Short-run equilibrium under Monopoly 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.3.3 ,Price Discrimination under Monopoly 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.4.1 ,Product Differentiations and the Demand Curve 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.4.2 ,Costs under Monopolistic Competition 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.4.3 ,Short- run Equilibrium under Monopolistic Competition 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.4.4 ,The Concept of Industry and Product Group 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.5,Oligopoly Market
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.5.1 ,Collusive Oligopoly 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.5.2 ,Non-collusive Oligopoly 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2Review Questions ,Review Questions 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2Unit Summary ,Unit Summary 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,2INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.2.1 ,The Concept of Gross Domestic Product (GDP) 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.2.2 ,The concept of Gross National Product (GNP) 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.3.1 ,The Expenditure Approach 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.3.2 ,The Income Approach 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.3.3 ,Product or Value-added Approach 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.3.4 ,Circular Flow of Income and the GDP 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.5.1 ,Nominal and Real GDP values 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.5.2 ,The GDP Deflator and other Measures of General Price 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3Review Questions ,Review Questions 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3Unit Summary ,Unit Summary 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",3INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.1.1 ,Average Propensity to Consume (APC) 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.1.2 ,Marginal Propensity to Consume (MPC) 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.1.3 ,Determinants of Consumption Expenditure 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.2.1 ,Average Propensity to Save (APS) 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.2.2 ,Marginal Propensity to Save 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.2.3 ,Determinants of Saving 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.4.1 ,Investment Types 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.4.2 ,Determinants of Investment 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.4.3 ,Role of Investment in Economic Growth 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4Review Questions ,Review Questions 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4Unit Summary ,Unit Summary 
Economics,Grade 11 ,5,TRADE AND FINANCE,4INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.3.1 ,The Mercantilists' View on Trade 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.3.2 ,The Classical Trade Theories 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.4.1 ,The Current Account (CA) 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.4.2 ,The Capital Account (KA) 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.6.1 ,Nominal and Real Exchange Rate. 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.6.2 ,Fixed Exchange Rate Systems 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.6.3 ,Floating Exchange Rate Systems 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.7.1 ,Advantages and Disadvantages of Economic Integration 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.7.2 ,Globalization Practices in Ethiopian Context 
Economics,Grade 11 ,5,TRADE AND FINANCE,5Review Questions ,Review Questions 
Economics,Grade 11 ,5,TRADE AND FINANCE,5Unit Summary ,Unit Summary 
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,5INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,6.3.1 ,Ethiopia's HDI Value and Rank 
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,6.3.2 ,Evaluation of HDI and its Relevance to Developing Countries 
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,6Review Questions ,Review Questions 
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,6Unit Summary ,Unit Summary 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",6INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.1.1 ,Uni-modal Agricultural Strategy 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.1.2 ,Bi-Modal Agricultural Strategy 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.1.3 ,Overview of Agricultural Policies and Strategies of Ethiopia 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.1 ,The Imperial Regime (pre-1974) 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.2 ,The Derg Regime (1974-91) 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.3 ,The Post-1991 Regime 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.4 ,Problems of the Industrial Sector Post 1991 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.5 ,Possible Remedies for the problems of Industrial Sector 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.5.1 ,Education Sector Policies and Strategies 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.5.2 ,The Health Sector Policies and Strategies 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.5.3 ,The Transport Sector 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.5.4 ,The Tourism Sector 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7Review Questions ,Review Questions 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7Unit Summary ,Unit Summary 
Economics,Grade 12,4,Macroeconomic Policy Instruments,4.1,Definition and Types of Macroeconomic Policies
Economics,Grade 12,4,Macroeconomic Policy Instruments,4.2,Fiscal Policy
Economics,Grade 12,4,Macroeconomic Policy Instruments,4.3,Monetary Policy
Economics,Grade 12,4,Macroeconomic Policy Instruments,4.4,Income Policy and Wage
Economics,Grade 12,4,Macroeconomic Policy Instruments,4.5,Foreign Exchange Policies
Economics,Grade 9 ,1,Introduction to Economics,1.4,Decision Making Units
Economics,Grade 9 ,3,Economic Resources and Markets,3.5,Land as an Economic Resource in Ethiopia
Geography,Grade 10 ,1,LANDFORMS OF AFRICA,1.4,Challenges of the Natural Environment
Geography,Grade 11 ,7,GEOGRAPHIC ISSUES AND PUBLIC CONCERNS,7.5,THE WORLDWIDE DIGITAL DIVIDE
Geography,Grade 12,2,Climate Change,2.4,Consequences of Climate Change
Geography,Grade 12,2,Climate Change,2.5,Adaptation and Mitigation Strategies to Climate Change
Geography,Grade 12,2,Climate Change,2.6,International conventions and agreements on climate change
Geography,Grade 12,2,Climate Change,2.7,Pillars of Climate Resilient Green Economy of Ethiopia
Geography,Grade 9 ,7,CONTEMPORARY GEOGRAPHIC ISSUES AND PUBLIC CONCERNS IN ETHIOPIA,7.1,NATURAL RESOURCE DEGRADATION
Geography,Grade 9 ,7,CONTEMPORARY GEOGRAPHIC ISSUES AND PUBLIC CONCERNS IN ETHIOPIA,7.2,THE ETHIOPIAN GREEN LEGACY MOVEMENT
Geography,Grade 9 ,8,GEOGRAPHIC INQUIRY SKILLS AND TECHNIQUES,8.1,MAP AND ITS BASIC COMPONENTS
Geography,Grade 9 ,8,GEOGRAPHIC INQUIRY SKILLS AND TECHNIQUES,8.2,"SCALE, SCALE CONVERSION AND MEASUREMENTS ON MAPS"
Geography,Grade 9 ,8,GEOGRAPHIC INQUIRY SKILLS AND TECHNIQUES,8.3,POSITION ON MAPS
Geography,Grade 9 ,8,GEOGRAPHIC INQUIRY SKILLS AND TECHNIQUES,8.4,MAP SKETCHING
Geography,Grade 9 ,8,GEOGRAPHIC INQUIRY SKILLS AND TECHNIQUES,8.5,INTERPRETING MAPS AND GRAPHS
Health science,Grade 10 ,4,FOOTBALL,4.3,Consequences and Prevention
Health science,Grade 10 ,5,VOLLEY BALL,5.3,Principles of Exercise and Training
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.1,Features of Capitalism
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.3,The Reformation
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.4,Nationalism and the Eastern Question
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.5,The Enlightenment
History,Grade 10 ,1,DEVELOPMENT OF CAPITALISM AND NATIONALISM 1815 to 1914,1.6,The Industrial Revolution
History,Grade 10 ,4,SOCIETY AND POLITICS IN THE AGE OF WORLD WARS 1914-1945,4.5,"The Rise of Fascism in Italy, Nazism in Germany and Militarism in Japan"
History,Grade 11 ,1,"HISTORY, HISTORIOGRAPHY, AND HUMAN EVOLUTION",1Introduction,Introduction
History,Grade 11 ,1,"HISTORY, HISTORIOGRAPHY, AND HUMAN EVOLUTION",1Review Questions,Review Questions
History,Grade 11 ,1,"HISTORY, HISTORIOGRAPHY, AND HUMAN EVOLUTION",1Unit Summary,Unit Summary
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2Introduction,Introduction
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2Review Questions,Review Questions
History,Grade 11 ,2,MAJOR SPOTS OF ANCIENT WORLD CIVILIZATIONS UP TO C.500 A.D,2Unit Summary,Unit Summary
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3.8,The Sultanates of Eastern and Central Ethiopia and the Horn
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3Introduction,Introduction
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3Review Questions,Review Questions
History,Grade 11 ,3,"PEOPLES, STATES AND HISTORICAL PROCESSES IN ETHIOPIA AND THE HORN TO THE END OF THE 13TH CENTURY",3Unit Summary,Unit Summary
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4Introduction,Introduction
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4Review Questions,Review Questions
History,Grade 11 ,4,"THE MIDDLE AGES AND EARLY MODERN WORLD, C. 500 AD-1789",4Unit Summary,Unit Summary
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5.8,Major Developments in Asia in the 19th Century
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5Introduction,Introduction
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5Review Questions,Review Questions
History,Grade 11 ,5,PEOPLES AND STATES OF AFRICA TO 1500,5Unit Summary,Unit Summary
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6Introduction,Introduction
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6Review Questions,Review Questions
History,Grade 11 ,6,AFRICA AND THE OUTSIDE WORLD: 1500-1880s,6Unit Summary,Unit Summary
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7.6,Economic Depression of 1929-1933
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7.7,The Second World War (WWII)
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7Introduction,Introduction
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7Review Questions,Review Questions
History,Grade 11 ,7,"STATES, PRINCIPALITIES, POPULATION MOVEMENTS AND INTERACTIONS IN ETHIOPIA (13TH â€“ MID-16TH CENTURY)",7Unit Summary,Unit Summary
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8.3,Italian Imperialism in the Horn of Africa
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8.4,Resistance against Imperialism in Ethiopia and the Horn
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8.5,Fascist Italian Invasion and the Period of Occupation
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8.6,Restoration and Consolidation of Ethiopian Independence
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8Introduction,Introduction
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8Review Questions,Review Questions
History,Grade 11 ,8,"POLITICAL, SOCIAL AND ECONOMIC PROCESSES IN ETHIOPIA, MID 16TH TO MID-19TH CENTURY",8Unit Summary,Unit Summary
History,Grade 9 ,1,THE DISCIPLINE OF HISTORY AND HUMAN EVOLUTION,1.2.1,The importance of History
