subject,grade,chapter,chapter_title,section,section_title
Chemistry,Grade 11 ,3,PHYSICAL STATES OF MATTER,3.4.1,Energy Changes in Liquids
Chemistry,Grade 11 ,5,CHEMICAL EQUILIBRIUM,5.2.1,Reversible and Irreversible Reactions
Chemistry,Grade 11 ,5,CHEMICAL EQUILIBRIUM,5.2.2,Attainment and Characteristics of Chemical Equilibria
Chemistry,Grade 11 ,5,CHEMICAL EQUILIBRIUM,5.2.3,Conditions for Attainment of Chemical Equilibria
Chemistry,Grade 11 ,5,CHEMICAL EQUILIBRIUM,5.2.4,Equilibrium Expression and Equilibrium Constant.
Chemistry,Grade 11 ,5,CHEMICAL EQUILIBRIUM,5.2.5,Applications of Equilibrium Constant
Chemistry,Grade 11 ,5,CHEMICAL EQUILIBRIUM,5.2.6,Changing Equilibrium Conditions: Le-Chatelier's Principle.
Chemistry,Grade 11 ,5,CHEMICAL EQUILIBRIUM,5.2.7,Equilibrium and Industry..
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.2.1,Classification of Alcohols
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.2.2,Nomenclature of Alcohols
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.2.3,Physical Properties of Alcohols
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.2.4,Preparation of Alcohols..
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.2.5,Chemical Properties of Alcohols
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.2.6,Structure and Nomenclature of Ethers.
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.2.7,Physical Properties of Ethers
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.2.8,Preparation of Ethers
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.2.9,Reactions of Ethers....
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.3.1,Nomenclature
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.3.2,Physical Properties of Aldehydes and Ketones
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.4.1,Structure and Nomenclature of Carboxylic Acids
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.4.2,Physical Properties of Carboxylic Acids....
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.4.3,Chemical Properties of Carboxylic Acids..
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.4.4,Preparation of Carboxylic Acids......
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.4.5,Fatty Acids.
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.4.6,Uses of Carboxylic Acids
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.5.1,Sources of Esters..
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.5.2,Nomenclature
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.5.3,Physical Properties
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.5.4,Chemical Properties
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.5.5,Preparation of Esters
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.5.6,Uses of Esters
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.6.1,Source of Fats and Oils
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.6.2,Structure of Fats and Oils
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.6.3,Physical Properties of Fats and Oils
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.6.4,Hardening of Oils
Chemistry,Grade 11 ,6,SOME IMPORTANT OXYGEN-CONTAINING ORGANIC COMPOUNDS,6.6.5,Rancidity....
Chemistry,Grade 12,1,Acid-Base Equilibria,1.1.1,Arrhenius Concept of Acids and Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.1.3,Lewis Concept of Acids and Bases..
Chemistry,Grade 12,1,Acid-Base Equilibria,1.2.1,Ionization of Water
Chemistry,Grade 12,1,Acid-Base Equilibria,1.2.2,Measures of the Strength of acids and Bases in Aqueous Solution
Chemistry,Grade 12,1,Acid-Base Equilibria,1.3.1,The Common Ion Effect
Chemistry,Grade 12,1,Acid-Base Equilibria,1.3.2,Buffer Solutions..
Chemistry,Grade 12,1,Acid-Base Equilibria,1.4.1,Hydrolysis of Salts of Strong Acids and Strong Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.4.2,Hydrolysis of Salts of Weak Acids and Strong Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.4.3,Hydrolysis of Salts of Strong Acids and Weak Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.4.4,Hydrolysis of Salts of Weak Acids and Week Bases
Chemistry,Grade 12,1,Acid-Base Equilibria,1.5.1,Acid-Base Indicators
Chemistry,Grade 12,1,Acid-Base Equilibria,1.5.2,Equivalents of Acids and Bases.
Chemistry,Grade 12,1,Acid-Base Equilibria,1.5.3,Acid-Base Titrations...
Chemistry,Grade 12,2,Electrochemistry,2.1.1,Oxidation
Chemistry,Grade 12,2,Electrochemistry,2.1.2,Reduction
Chemistry,Grade 12,2,Electrochemistry,2.1.3,Balancing Oxidation-Reduction (Redox) Reactions...
Chemistry,Grade 12,2,Electrochemistry,2.2.1,Electrolytic Cells
Chemistry,Grade 12,2,Electrochemistry,2.2.2,Preferential Discharge
Chemistry,Grade 12,2,Electrochemistry,2.2.3,Electrolysis of Some Selected Aqueous Solutions......
Chemistry,Grade 12,2,Electrochemistry,2.3.1,Faraday's First Law of Electrolysis
Chemistry,Grade 12,2,Electrochemistry,2.3.2,Faraday's Second Law of Electrolysis..
Chemistry,Grade 12,3,Industrial Chemistry,3.2.1,Natural Resources (Raw Materials).
Chemistry,Grade 12,3,Industrial Chemistry,3.2.2,Industry
Chemistry,Grade 12,3,Industrial Chemistry,3.3.1,Ammonia ($NH_3$)
Chemistry,Grade 12,3,Industrial Chemistry,3.3.2,Nitric Acid
Chemistry,Grade 12,3,Industrial Chemistry,3.3.3,Nitrogen-Based Fertilizers
Chemistry,Grade 12,3,Industrial Chemistry,3.3.4,Sulphuric Acid
Chemistry,Grade 12,3,Industrial Chemistry,3.3.5,Some Common Pesticides and Herbicides
Chemistry,Grade 12,3,Industrial Chemistry,3.3.6,Sodium Carbonate
Chemistry,Grade 12,3,Industrial Chemistry,3.3.7,Sodium Hydroxide (NaOH).
Chemistry,Grade 12,3,Industrial Chemistry,3.4.1,Glass Manufacturing
Chemistry,Grade 12,3,Industrial Chemistry,3.4.2,Manufacturing of Ceramics
Chemistry,Grade 12,3,Industrial Chemistry,3.4.3,Cement..
Chemistry,Grade 12,3,Industrial Chemistry,3.4.4,Sugar Manufacturing.
Chemistry,Grade 12,3,Industrial Chemistry,3.4.5,Paper and Pulp.
Chemistry,Grade 12,3,Industrial Chemistry,3.4.6,Tannery
Chemistry,Grade 12,3,Industrial Chemistry,3.4.7,Food Processing and Preservation
Chemistry,Grade 12,3,Industrial Chemistry,3.4.8,Manufacturing of Ethanol
Chemistry,Grade 12,3,Industrial Chemistry,3.4.9,Soap and Detergent
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.1.1,Components of the Environment
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.1.2,Natural Cycles in the Environment.
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.1.3,Concepts Related to Environmental Chemistry.........
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.2.1,Air Pollution
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.2.2,Water Pollution
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.2.3,Land Pollution
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.3.1,Global Warming and Climate Change
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.3.2,Chemistry of Greenhouse Gasses and Their Effects on Climate Change
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.4.1,Principle of Green Chemistry..
Chemistry,Grade 12,5,Introduction to Environmental Chemistry,5.4.2,Cleaner Production in Chemistry
Chemistry,Grade 9 ,1,CHEMISTRY AND ITS IMPORTANCE,1.4,Some Common Chemical Industries in Ethiopia
Chemistry,Grade 9 ,1,CHEMISTRY AND ITS IMPORTANCE,Summary,Summary
Civics/Citizenship,Grade 10 ,1,Democracy and Democratization,1.1,The concept of democracy and democratization
Civics/Citizenship,Grade 10 ,1,Democracy and Democratization,1.2,Definitions and actors of democratization process
Civics/Citizenship,Grade 10 ,1,Democracy and Democratization,1.3,Institutionalizing democracy
Civics/Citizenship,Grade 10 ,1,Democracy and Democratization,1.4,The role of democracy for social transformation
Civics/Citizenship,Grade 10 ,1,Democracy and Democratization,1.5,Democratic values
Civics/Citizenship,Grade 10 ,1,Democracy and Democratization,1.6,Aspects of democracy
Civics/Citizenship,Grade 10 ,2,Citizens in the Digital Technology Age,2.1,Implications of digital technology on citizens
Civics/Citizenship,Grade 10 ,2,Citizens in the Digital Technology Age,2.2,The ethics of using digital technology
Civics/Citizenship,Grade 10 ,2,Citizens in the Digital Technology Age,2.3,Opportunities of digital technology for young citizens
Civics/Citizenship,Grade 10 ,2,Citizens in the Digital Technology Age,2.4,Impacts of unethical use of digital technology on young citizens
Civics/Citizenship,Grade 10 ,3,Understanding Good Governance,3.1,The concept of good governance
Civics/Citizenship,Grade 10 ,3,Understanding Good Governance,3.2,Elements of good governance
Civics/Citizenship,Grade 10 ,3,Understanding Good Governance,3.3,The role of good governance
Civics/Citizenship,Grade 10 ,3,Understanding Good Governance,3.4,Challenges for good governance
Civics/Citizenship,Grade 10 ,3,Understanding Good Governance,3.5,Impacts of lack of good governance
Civics/Citizenship,Grade 10 ,3,Understanding Good Governance,3.6,Understanding and fighting corruption
Civics/Citizenship,Grade 10 ,4,Peace and Indigenous Conflict Resolution Mechanisms,4.1,The concepts of peace
Civics/Citizenship,Grade 10 ,4,Peace and Indigenous Conflict Resolution Mechanisms,4.2,Impacts of absence of peace
Civics/Citizenship,Grade 10 ,4,Peace and Indigenous Conflict Resolution Mechanisms,4.3,The notion of peace building
Civics/Citizenship,Grade 10 ,4,Peace and Indigenous Conflict Resolution Mechanisms,4.4,Indigenous conflict resolution mechanisms
Civics/Citizenship,Grade 10 ,4,Peace and Indigenous Conflict Resolution Mechanisms,4.5,The roles of indigenous social institutions in ensuring sustainable peace
Civics/Citizenship,Grade 10 ,5,Federalism in Ethiopia,5.1,The meaning of federalism
Civics/Citizenship,Grade 10 ,5,Federalism in Ethiopia,5.2,Types of federalism
Civics/Citizenship,Grade 10 ,5,Federalism in Ethiopia,5.3,Key features of federalism
Civics/Citizenship,Grade 10 ,5,Federalism in Ethiopia,5.4,Advantage and disadvantage of federalism
Civics/Citizenship,Grade 10 ,5,Federalism in Ethiopia,5.5,The roles of federalism in accommodating diversity in Ethiopia
Civics/Citizenship,Grade 10 ,6,Human Rights,6.1,The concept of human right
Civics/Citizenship,Grade 10 ,6,Human Rights,6.2,Citizens and state obligations in realizing human rights
Civics/Citizenship,Grade 10 ,7,Patriotism,7.1,The meaning of patriotism
Civics/Citizenship,Grade 10 ,7,Patriotism,7.2,Types of patriotism
Civics/Citizenship,Grade 10 ,7,Patriotism,7.3,The bases of patriotism
Civics/Citizenship,Grade 10 ,7,Patriotism,7.4,The importance of patriotism
Civics/Citizenship,Grade 10 ,7,Patriotism,7.5,Duties expected of patriots
Civics/Citizenship,Grade 10 ,8,Globalization and Global Issues,8.1,The meaning of globalization
Civics/Citizenship,Grade 10 ,8,Globalization and Global Issues,8.2,Advantages and disadvantages of globalization
Civics/Citizenship,Grade 10 ,8,Globalization and Global Issues,8.3,Fighting the negative impact of globalization
Civics/Citizenship,Grade 10 ,8,Globalization and Global Issues,8.4,Major global issues
Civics/Citizenship,Grade 9 ,1,ETHICAL VALUES,1.1,The meaning of ethics
Civics/Citizenship,Grade 9 ,1,ETHICAL VALUES,1.2,Major ethical values
Civics/Citizenship,Grade 9 ,1,ETHICAL VALUES,1.3,The importance of ethical values of citizens
Civics/Citizenship,Grade 9 ,1,ETHICAL VALUES,1.4,Aspects of applied ethics
Civics/Citizenship,Grade 9 ,2,THE CULTURE OF USING DIGITAL TECHNOLOGY,2.1,The concept of digital technology
Civics/Citizenship,Grade 9 ,2,THE CULTURE OF USING DIGITAL TECHNOLOGY,2.2,Culture and digital technology
Civics/Citizenship,Grade 9 ,2,THE CULTURE OF USING DIGITAL TECHNOLOGY,2.3,The Purpose of digital technology
Civics/Citizenship,Grade 9 ,2,THE CULTURE OF USING DIGITAL TECHNOLOGY,2.4,Codes of conduct for using digital technology
Civics/Citizenship,Grade 9 ,2,THE CULTURE OF USING DIGITAL TECHNOLOGY,2.5,Effective communication through digital media
Civics/Citizenship,Grade 9 ,2,THE CULTURE OF USING DIGITAL TECHNOLOGY,2.6,Challenges of using digital media
Civics/Citizenship,Grade 9 ,3,CONSTITUTION AND CONSTITUTIONALISM,3.1,Understanding constitution
Civics/Citizenship,Grade 9 ,3,CONSTITUTION AND CONSTITUTIONALISM,3.2,Understanding constitutionalism
Civics/Citizenship,Grade 9 ,3,CONSTITUTION AND CONSTITUTIONALISM,3.3,Constitutional experiences of Ethiopia
Civics/Citizenship,Grade 9 ,4,UNDERSTANDING INDIGENOUS KNOWLEDGE,4.1,The concept of indigenous knowledge
Civics/Citizenship,Grade 9 ,4,UNDERSTANDING INDIGENOUS KNOWLEDGE,4.2,The role of indigenous knowledge in producing responsible citizens
Civics/Citizenship,Grade 9 ,4,UNDERSTANDING INDIGENOUS KNOWLEDGE,4.3,The role of indigenous social institutions in solving problems of communities
Civics/Citizenship,Grade 9 ,5,MULTICULTURALISM IN ETHIOPIA,5.1,Understanding culture
Civics/Citizenship,Grade 9 ,5,MULTICULTURALISM IN ETHIOPIA,5.2,The concept of multiculturalism
Civics/Citizenship,Grade 9 ,5,MULTICULTURALISM IN ETHIOPIA,5.3,Pillars of multicultural societies
Civics/Citizenship,Grade 9 ,5,MULTICULTURALISM IN ETHIOPIA,5.4,Major forms of diversity demonstrating multiculturalism
Civics/Citizenship,Grade 9 ,6,NATIONAL UNITY THROUGH DIVERSITY,6.1,Unity in diversity
Civics/Citizenship,Grade 9 ,6,NATIONAL UNITY THROUGH DIVERSITY,6.2,Elements of diversity
Civics/Citizenship,Grade 9 ,6,NATIONAL UNITY THROUGH DIVERSITY,6.3,Accomodation of diversity
Civics/Citizenship,Grade 9 ,6,NATIONAL UNITY THROUGH DIVERSITY,6.4,The importance of diversity management in Ethiopia
Civics/Citizenship,Grade 9 ,7,PROBLEM SOLVING SKILLS,7.1,Meaning of problem- solving skills
Civics/Citizenship,Grade 9 ,7,PROBLEM SOLVING SKILLS,7.2,The importance of problem- solving skills
Civics/Citizenship,Grade 9 ,7,PROBLEM SOLVING SKILLS,7.3,Characteristics of good problem solver
Civics/Citizenship,Grade 9 ,7,PROBLEM SOLVING SKILLS,7.4,Ways to improve one's problem solving skills
Civics/Citizenship,Grade 9 ,8,ETHIOPIA'S FOREIGN RELATIONS IN EAST AFRICA,8.1,The concepts of foreign relations
Civics/Citizenship,Grade 9 ,8,ETHIOPIA'S FOREIGN RELATIONS IN EAST AFRICA,8.2,Instruments of foreign policy
Civics/Citizenship,Grade 9 ,8,ETHIOPIA'S FOREIGN RELATIONS IN EAST AFRICA,8.3,The roles of foreign policy
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.1 ,"Indifference Curve, Set and Map "
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.2 ,Properties of Indifference Curves 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.3 ,The Marginal Rate of Substitution (MRS) 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.4 ,Marginal Utility and MRS 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.2.5 ,Special Types of Indifference Curves 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.3.1 ,Slope of the Budget Line 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.3.2 ,Factors Affecting the Budget Line 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.3.3 ,Effects of Changes in Income 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.3.4 ,Effects of Changes in Price of the Commodities 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.4.1 ,Effects of Changes in Income and Prices on Consumer's Equilibrium 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1.4.2 ,Price Consumption Curve and Deriving the Demand Curve 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1Review Questions ,Review Questions 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,1Unit Summary ,Unit Summary 
Economics,Grade 11 ,1,THEORY OF CONSUMER BEHAVIOR AND DEMAND,Introduction ,Introduction 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,1INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.2.1 ,"Demand, Revenue and Cost Curves "
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.2.2 ,The Short-Run Equilibrium of Firm 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.2.3 ,Short Run Supply Curve of a Firm 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.2.4 ,Long run-equilibrium of Firm 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.3.1 ,"Demand, Revenue and Cost under Monopoly "
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.3.2 ,Short-run equilibrium under Monopoly 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.3.3 ,Price Discrimination under Monopoly 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.4.1 ,Product Differentiations and the Demand Curve 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.4.2 ,Costs under Monopolistic Competition 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.4.3 ,Short- run Equilibrium under Monopolistic Competition 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.4.4 ,The Concept of Industry and Product Group 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.5.1 ,Collusive Oligopoly 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2.5.2 ,Non-collusive Oligopoly 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2Review Questions ,Review Questions 
Economics,Grade 11 ,2,MARKET STRUCTURE AND THE DECISION OF FIRMS,2Unit Summary ,Unit Summary 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,2INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.2.1 ,The Concept of Gross Domestic Product (GDP) 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.2.2 ,The concept of Gross National Product (GNP) 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.3.1 ,The Expenditure Approach 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.3.2 ,The Income Approach 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.3.3 ,Product or Value-added Approach 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.3.4 ,Circular Flow of Income and the GDP 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.5.1 ,Nominal and Real GDP values 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3.5.2 ,The GDP Deflator and other Measures of General Price 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3Review Questions ,Review Questions 
Economics,Grade 11 ,3,NATIONAL INCOME ACCOUNTING,3Unit Summary ,Unit Summary 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",3INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.1.1 ,Average Propensity to Consume (APC) 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.1.2 ,Marginal Propensity to Consume (MPC) 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.1.3 ,Determinants of Consumption Expenditure 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.2.1 ,Average Propensity to Save (APS) 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.2.2 ,Marginal Propensity to Save 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.2.3 ,Determinants of Saving 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.4.1 ,Investment Types 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.4.2 ,Determinants of Investment 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4.4.3 ,Role of Investment in Economic Growth 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4Review Questions ,Review Questions 
Economics,Grade 11 ,4,"CONSUMPTION, SAVING AND INVESTMENT",4Unit Summary ,Unit Summary 
Economics,Grade 11 ,5,TRADE AND FINANCE,4INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.3.1 ,The Mercantilists' View on Trade 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.3.2 ,The Classical Trade Theories 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.4.1 ,The Current Account (CA) 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.4.2 ,The Capital Account (KA) 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.6.1 ,Nominal and Real Exchange Rate. 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.6.2 ,Fixed Exchange Rate Systems 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.6.3 ,Floating Exchange Rate Systems 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.7.1 ,Advantages and Disadvantages of Economic Integration 
Economics,Grade 11 ,5,TRADE AND FINANCE,5.7.2 ,Globalization Practices in Ethiopian Context 
Economics,Grade 11 ,5,TRADE AND FINANCE,5Review Questions ,Review Questions 
Economics,Grade 11 ,5,TRADE AND FINANCE,5Unit Summary ,Unit Summary 
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,5INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,6.3.1 ,Ethiopia's HDI Value and Rank 
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,6.3.2 ,Evaluation of HDI and its Relevance to Developing Countries 
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,6Review Questions ,Review Questions 
Economics,Grade 11 ,6,ECONOMIC DEVELOPMENT,6Unit Summary ,Unit Summary 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",6INTRODUCTION ,INTRODUCTION 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.1.1 ,Uni-modal Agricultural Strategy 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.1.2 ,Bi-Modal Agricultural Strategy 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.1.3 ,Overview of Agricultural Policies and Strategies of Ethiopia 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.1 ,The Imperial Regime (pre-1974) 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.2 ,The Derg Regime (1974-91) 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.3 ,The Post-1991 Regime 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.4 ,Problems of the Industrial Sector Post 1991 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.4.5 ,Possible Remedies for the problems of Industrial Sector 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.5.1 ,Education Sector Policies and Strategies 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.5.2 ,The Health Sector Policies and Strategies 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.5.3 ,The Transport Sector 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7.5.4 ,The Tourism Sector 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7Review Questions ,Review Questions 
Economics,Grade 11 ,7,"MAIN SECTORS, SECTORIAL POLICIES AND STRATEGIES OF ETHIOPIA",7Unit Summary ,Unit Summary 
Economics,Grade 12,1,The Fundamental Concepts of Macroeconomics,1.1,Definition and Focus Areas of Macroeconomics Revisited
Economics,Grade 12,1,The Fundamental Concepts of Macroeconomics,1.2,Key Challenges in Macroeconomics
Economics,Grade 12,1,The Fundamental Concepts of Macroeconomics,1.3,The Schools of Thought in Macroeconomic Analysis
Economics,Grade 12,2,Aggregate Demand and Aggregate Supply Analysis,2.1,Aggregate Demand
Economics,Grade 12,2,Aggregate Demand and Aggregate Supply Analysis,2.2,Aggregate Supply
Economics,Grade 12,2,Aggregate Demand and Aggregate Supply Analysis,2.3,Equilibrium of Aggregate Demand and Aggregate Supply
